id,path,thumb,resolution,colors,tags
48lv6o,https://w.wallhaven.cc/full/48/wallhaven-48lv6o.jpg,https://th.wallhaven.cc/lg/48/48lv6o.jpg,2048x1535,#999999|#424153|#cccccc|#996633|#ffffff,
lqxq9r,https://w.wallhaven.cc/full/lq/wallhaven-lqxq9r.jpg,https://th.wallhaven.cc/lg/lq/lqxq9r.jpg,1334x1000,#424153|#000000|#cccccc|#999999|#abbcda,
j53l6q,https://w.wallhaven.cc/full/j5/wallhaven-j53l6q.jpg,https://th.wallhaven.cc/lg/j5/j53l6q.jpg,3840x2160,#424153|#999999|#996633|#000000|#663300,风景|城市
498qyw,https://w.wallhaven.cc/full/49/wallhaven-498qyw.jpg,https://th.wallhaven.cc/lg/49/498qyw.jpg,2560x1600,#abbcda|#996633|#999999|#e7d8b1|#cccccc,城市
vgpm8l,https://w.wallhaven.cc/full/vg/wallhaven-vgpm8l.jpg,https://th.wallhaven.cc/lg/vg/vgpm8l.jpg,2000x1333,#ffffff|#cccccc|#999999|#abbcda|#424153,
d5k7p3,https://w.wallhaven.cc/full/d5/wallhaven-d5k7p3.jpg,https://th.wallhaven.cc/lg/d5/d5k7p3.jpg,2560x1600,#424153|#663300|#000000|#996633|#999999,
j8zmw5,https://w.wallhaven.cc/full/j8/wallhaven-j8zmw5.jpg,https://th.wallhaven.cc/lg/j8/j8zmw5.jpg,2048x1269,#424153|#000000|#996633|#663300|#cc6633,写实
95rrq8,https://w.wallhaven.cc/full/95/wallhaven-95rrq8.jpg,https://th.wallhaven.cc/lg/95/95rrq8.jpg,5184x3456,#000000|#424153|#cccccc|#663300|#999999,
kwj28q,https://w.wallhaven.cc/full/kw/wallhaven-kwj28q.jpg,https://th.wallhaven.cc/lg/kw/kwj28q.jpg,2048x1365,#999999|#996633|#e7d8b1|#424153|#cccccc,
wq3yvr,https://w.wallhaven.cc/full/wq/wallhaven-wq3yvr.jpg,https://th.wallhaven.cc/lg/wq/wq3yvr.jpg,3840x2160,#000000|#abbcda|#cccccc|#424153|#999999,
0wdexx,https://w.wallhaven.cc/full/0w/wallhaven-0wdexx.jpg,https://th.wallhaven.cc/lg/0w/0wdexx.jpg,2880x1620,#424153|#000000|#663300|#996633|#999999,
n62orq,https://w.wallhaven.cc/full/n6/wallhaven-n62orq.jpg,https://th.wallhaven.cc/lg/n6/n62orq.jpg,1920x1286,#660000|#cc6633|#990000|#cc3333|#996633,
48j1j1,https://w.wallhaven.cc/full/48/wallhaven-48j1j1.jpg,https://th.wallhaven.cc/lg/48/48j1j1.jpg,1920x1200,#663300|#000000|#996633|#424153|#666600,风景
0wed96,https://w.wallhaven.cc/full/0w/wallhaven-0wed96.jpg,https://th.wallhaven.cc/lg/0w/0wed96.jpg,1920x1200,#ffffff|#424153|#000000|#663300|#999999,风景
2edx9x,https://w.wallhaven.cc/full/2e/wallhaven-2edx9x.jpg,https://th.wallhaven.cc/lg/2e/2edx9x.jpg,2560x1440,#424153|#663300|#996633|#333399|#0066cc,风景
x195gd,https://w.wallhaven.cc/full/x1/wallhaven-x195gd.jpg,https://th.wallhaven.cc/lg/x1/x195gd.jpg,2560x1600,#663300|#996633|#000000|#666600|#cc6633,风景
836p8y,https://w.wallhaven.cc/full/83/wallhaven-836p8y.jpg,https://th.wallhaven.cc/lg/83/836p8y.jpg,2560x1597,#663300|#996633|#000000|#999999|#424153,风景
g719ee,https://w.wallhaven.cc/full/g7/wallhaven-g719ee.jpg,https://th.wallhaven.cc/lg/g7/g719ee.jpg,3840x2160,#996633|#cc6633|#663300|#424153|#0066cc,
odwly7,https://w.wallhaven.cc/full/od/wallhaven-odwly7.jpg,https://th.wallhaven.cc/lg/od/odwly7.jpg,1920x1200,#424153|#996633|#ffffff|#999999|#663300,风景|城市|插画
qdgxol,https://w.wallhaven.cc/full/qd/wallhaven-qdgxol.jpg,https://th.wallhaven.cc/lg/qd/qdgxol.jpg,2000x1295,#424153|#000000|#999999|#996633|#663399,
4985g8,https://w.wallhaven.cc/full/49/wallhaven-4985g8.jpg,https://th.wallhaven.cc/lg/49/4985g8.jpg,1600x1200,#424153|#000000|#333399|#ffffff|#66cccc,风景|太空
0pvryj,https://w.wallhaven.cc/full/0p/wallhaven-0pvryj.jpg,https://th.wallhaven.cc/lg/0p/0pvryj.jpg,2048x1317,#663300|#424153|#000000|#996633|#336600,动漫|风景|城市|太空|抽象|赛博朋克|写实|宁静|冷色
95537d,https://w.wallhaven.cc/full/95/wallhaven-95537d.jpg,https://th.wallhaven.cc/lg/95/95537d.jpg,1366x768,#000000|#424153|#663300|#996633|#999999,风景
4oqo35,https://w.wallhaven.cc/full/4o/wallhaven-4oqo35.jpg,https://th.wallhaven.cc/lg/4o/4oqo35.jpg,1920x1080,#663300|#996633|#424153|#ffffff|#cccccc,风景|城市|赛博朋克
kx9916,https://w.wallhaven.cc/full/kx/wallhaven-kx9916.jpg,https://th.wallhaven.cc/lg/kx/kx9916.jpg,6000x4000,#000000|#424153|#ffffff|#abbcda|#999999,风景
7317q9,https://w.wallhaven.cc/full/73/wallhaven-7317q9.jpg,https://th.wallhaven.cc/lg/73/7317q9.jpg,3840x2560,#000000|#663300|#996633|#cc6633|#424153,风景|城市|太空|写实
45mpp5,https://w.wallhaven.cc/full/45/wallhaven-45mpp5.jpg,https://th.wallhaven.cc/lg/45/45mpp5.jpg,1680x1050,#996633|#424153|#663300|#e7d8b1|#ffffff,
pkgwr9,https://w.wallhaven.cc/full/pk/wallhaven-pkgwr9.jpg,https://th.wallhaven.cc/lg/pk/pkgwr9.jpg,6144x3455,#999999|#663300|#424153|#abbcda|#000000,风景|城市
5wx5p9,https://w.wallhaven.cc/full/5w/wallhaven-5wx5p9.jpg,https://th.wallhaven.cc/lg/5w/5wx5p9.jpg,3991x2661,#424153|#999999|#000000|#cccccc|#996633,动漫|风景|城市|太空|抽象|极简|赛博朋克|活力|宁静
ym867g,https://w.wallhaven.cc/full/ym/wallhaven-ym867g.jpg,https://th.wallhaven.cc/lg/ym/ym867g.jpg,3840x2400,#424153|#000000|#cccccc|#999999|#abbcda,风景|城市|赛博朋克|写实
pk22jm,https://w.wallhaven.cc/full/pk/wallhaven-pk22jm.jpg,https://th.wallhaven.cc/lg/pk/pk22jm.jpg,2752x1152,#424153|#999999|#abbcda|#996633|#333399,
nk792m,https://w.wallhaven.cc/full/nk/wallhaven-nk792m.jpg,https://th.wallhaven.cc/lg/nk/nk792m.jpg,1920x1080,#999999|#424153|#e7d8b1|#996633|#cccccc,
eyxxqk,https://w.wallhaven.cc/full/ey/wallhaven-eyxxqk.jpg,https://th.wallhaven.cc/lg/ey/eyxxqk.jpg,3290x2193,#cccccc|#abbcda|#424153|#000000|#999999,风景|城市
yjv6jl,https://w.wallhaven.cc/full/yj/wallhaven-yjv6jl.jpg,https://th.wallhaven.cc/lg/yj/yjv6jl.jpg,1363x1363,#999999|#424153|#abbcda|#cccccc|#000000,风景
eo1yyk,https://w.wallhaven.cc/full/eo/wallhaven-eo1yyk.jpg,https://th.wallhaven.cc/lg/eo/eo1yyk.jpg,1920x1080,#996633|#424153|#66cccc|#cccccc|#0099cc,风景
2eww3g,https://w.wallhaven.cc/full/2e/wallhaven-2eww3g.jpg,https://th.wallhaven.cc/lg/2e/2eww3g.jpg,2560x1707,#999999|#424153|#996633|#abbcda|#663300,风景|城市|太空
r7xggq,https://w.wallhaven.cc/full/r7/wallhaven-r7xggq.jpg,https://th.wallhaven.cc/lg/r7/r7xggq.jpg,2048x1361,#000000|#424153|#999999|#336600|#cccccc,风景|太空|写实|极简|宁静
lq2xqr,https://w.wallhaven.cc/full/lq/wallhaven-lq2xqr.jpg,https://th.wallhaven.cc/lg/lq/lq2xqr.jpg,2048x1365,#abbcda|#424153|#66cccc|#000000|#999999,风景|城市|太空|赛博朋克|宁静
ne6d7k,https://w.wallhaven.cc/full/ne/wallhaven-ne6d7k.jpg,https://th.wallhaven.cc/lg/ne/ne6d7k.jpg,1600x1200,#996633|#424153|#cccccc|#999999|#663300,风景|城市
4381xy,https://w.wallhaven.cc/full/43/wallhaven-4381xy.jpg,https://th.wallhaven.cc/lg/43/4381xy.jpg,1920x1080,#999999|#e7d8b1|#996633|#424153|#ffffff,风景|城市|太空
nrkdy1,https://w.wallhaven.cc/full/nr/wallhaven-nrkdy1.jpg,https://th.wallhaven.cc/lg/nr/nrkdy1.jpg,1920x1080,#663300|#996633|#000000|#abbcda|#cc6633,
lmrp9p,https://w.wallhaven.cc/full/lm/wallhaven-lmrp9p.jpg,https://th.wallhaven.cc/lg/lm/lmrp9p.jpg,2560x1703,#000000|#663300|#424153|#996633|#999999,
r258wm,https://w.wallhaven.cc/full/r2/wallhaven-r258wm.jpg,https://th.wallhaven.cc/lg/r2/r258wm.jpg,2560x1440,#999999|#abbcda|#424153|#333399|#663399,风景
0wmz6x,https://w.wallhaven.cc/full/0w/wallhaven-0wmz6x.jpg,https://th.wallhaven.cc/lg/0w/0wmz6x.jpg,1920x1080,#ffffff|#abbcda|#cccccc|#663300|#996633,
nrk7pm,https://w.wallhaven.cc/full/nr/wallhaven-nrk7pm.jpg,https://th.wallhaven.cc/lg/nr/nrk7pm.jpg,2200x1466,#996633|#663300|#cc6633|#666600|#000000,
x1gm9o,https://w.wallhaven.cc/full/x1/wallhaven-x1gm9o.jpg,https://th.wallhaven.cc/lg/x1/x1gm9o.jpg,1440x900,#996633|#424153|#e7d8b1|#663300|#000000,风景|城市
429x2m,https://w.wallhaven.cc/full/42/wallhaven-429x2m.jpg,https://th.wallhaven.cc/lg/42/429x2m.jpg,1600x1249,#0099cc|#66cccc|#0066cc|#333399|#ffffff,风景|城市
0p6ll9,https://w.wallhaven.cc/full/0p/wallhaven-0p6ll9.jpg,https://th.wallhaven.cc/lg/0p/0p6ll9.jpg,4743x3162,#424153|#999999|#cccccc|#000000|#663300,
x1dzkv,https://w.wallhaven.cc/full/x1/wallhaven-x1dzkv.jpg,https://th.wallhaven.cc/lg/x1/x1dzkv.jpg,1360x768,#000000|#424153|#ffffff|#cccccc|#999999,风景|城市|写实
mpm75k,https://w.wallhaven.cc/full/mp/wallhaven-mpm75k.jpg,https://th.wallhaven.cc/lg/mp/mpm75k.jpg,1912x1277,#000000|#ffffff|#424153|#663300|#996633,
d5dwq3,https://w.wallhaven.cc/full/d5/wallhaven-d5dwq3.png,https://th.wallhaven.cc/lg/d5/d5dwq3.jpg,1920x1200,#424153|#000000|#996633|#999999|#e7d8b1,
x1991d,https://w.wallhaven.cc/full/x1/wallhaven-x1991d.jpg,https://th.wallhaven.cc/lg/x1/x1991d.jpg,2048x1365,#ffffff|#424153|#cccccc|#999999|#abbcda,风景|写实|赛博朋克
39vzz6,https://w.wallhaven.cc/full/39/wallhaven-39vzz6.jpg,https://th.wallhaven.cc/lg/39/39vzz6.jpg,2048x1280,#424153|#999999|#000000|#996633|#e7d8b1,风景|城市
mdp79y,https://w.wallhaven.cc/full/md/wallhaven-mdp79y.jpg,https://th.wallhaven.cc/lg/md/mdp79y.jpg,1920x1158,#424153|#999999|#cccccc|#abbcda|#ffffff,风景|城市|太空
8x9m22,https://w.wallhaven.cc/full/8x/wallhaven-8x9m22.jpg,https://th.wallhaven.cc/lg/8x/8x9m22.jpg,2047x1252,#996633|#e7d8b1|#999999|#cc6633|#cccc33,风景|城市|太空|写实
zmxp6w,https://w.wallhaven.cc/full/zm/wallhaven-zmxp6w.jpg,https://th.wallhaven.cc/lg/zm/zmxp6w.jpg,1920x1080,#999999|#424153|#996633|#000000|#cccccc,
0jv5kq,https://w.wallhaven.cc/full/0j/wallhaven-0jv5kq.jpg,https://th.wallhaven.cc/lg/0j/0jv5kq.jpg,1920x1200,#abbcda|#999999|#424153|#cccccc|#996633,
zx5rqv,https://w.wallhaven.cc/full/zx/wallhaven-zx5rqv.jpg,https://th.wallhaven.cc/lg/zx/zx5rqv.jpg,1920x1080,#424153|#e7d8b1|#996633|#000000|#999999,风景
8od8l2,https://w.wallhaven.cc/full/8o/wallhaven-8od8l2.jpg,https://th.wallhaven.cc/lg/8o/8od8l2.jpg,1920x1080,#000000|#424153|#999999|#663399|#996633,太空
lq2dwy,https://w.wallhaven.cc/full/lq/wallhaven-lq2dwy.jpg,https://th.wallhaven.cc/lg/lq/lq2dwy.jpg,1600x1129,#cccccc|#424153|#000000|#999999|#abbcda,风景|城市|太空|极简|赛博朋克|宁静
1kxmv9,https://w.wallhaven.cc/full/1k/wallhaven-1kxmv9.jpg,https://th.wallhaven.cc/lg/1k/1kxmv9.jpg,1920x1080,#424153|#000000|#663300|#333399|#0066cc,
nz27eg,https://w.wallhaven.cc/full/nz/wallhaven-nz27eg.jpg,https://th.wallhaven.cc/lg/nz/nz27eg.jpg,1920x1200,#66cccc|#999999|#424153|#333399|#abbcda,
72w8pv,https://w.wallhaven.cc/full/72/wallhaven-72w8pv.jpg,https://th.wallhaven.cc/lg/72/72w8pv.jpg,1920x1080,#ffffff|#cccccc|#cc6633|#e7d8b1|#ff9900,风景|插画
zxvy8w,https://w.wallhaven.cc/full/zx/wallhaven-zxvy8w.jpg,https://th.wallhaven.cc/lg/zx/zxvy8w.jpg,1920x1200,#424153|#000000|#999999|#e7d8b1|#cccccc,
q2g8k7,https://w.wallhaven.cc/full/q2/wallhaven-q2g8k7.jpg,https://th.wallhaven.cc/lg/q2/q2g8k7.jpg,1920x1080,#000000|#424153|#663300|#996633|#660000,动漫|太空
j3kpxp,https://w.wallhaven.cc/full/j3/wallhaven-j3kpxp.jpg,https://th.wallhaven.cc/lg/j3/j3kpxp.jpg,1920x1080,#424153|#993399|#663399|#663300|#336600,风景|插画
dp8rgg,https://w.wallhaven.cc/full/dp/wallhaven-dp8rgg.jpg,https://th.wallhaven.cc/lg/dp/dp8rgg.jpg,2808x1872,#424153|#000000|#999999|#abbcda|#996633,
72wxvo,https://w.wallhaven.cc/full/72/wallhaven-72wxvo.jpg,https://th.wallhaven.cc/lg/72/72wxvo.jpg,1920x1080,#cccccc|#336600|#77cc33|#999999|#424153,动漫|风景|插画
nkyvwm,https://w.wallhaven.cc/full/nk/wallhaven-nkyvwm.jpg,https://th.wallhaven.cc/lg/nk/nkyvwm.jpg,1920x1080,#abbcda|#999999|#424153|#996633|#66cccc,风景|城市
z88qkg,https://w.wallhaven.cc/full/z8/wallhaven-z88qkg.jpg,https://th.wallhaven.cc/lg/z8/z88qkg.jpg,4031x2268,#abbcda|#66cccc|#424153|#0066cc|#cccccc,风景
zx3qgj,https://w.wallhaven.cc/full/zx/wallhaven-zx3qgj.png,https://th.wallhaven.cc/lg/zx/zx3qgj.jpg,1920x1080,#cccccc|#663300|#000000|#424153|#ffffff,
1jd6g1,https://w.wallhaven.cc/full/1j/wallhaven-1jd6g1.jpg,https://th.wallhaven.cc/lg/1j/1jd6g1.jpg,1920x1280,#424153|#996633|#999999|#cccccc|#ffffff,风景|城市
2ky8dg,https://w.wallhaven.cc/full/2k/wallhaven-2ky8dg.jpg,https://th.wallhaven.cc/lg/2k/2ky8dg.jpg,2048x1367,#663300|#000000|#424153|#999999|#996633,风景|城市
2829q6,https://w.wallhaven.cc/full/28/wallhaven-2829q6.png,https://th.wallhaven.cc/lg/28/2829q6.jpg,1920x1080,#e7d8b1|#424153|#999999|#996633|#663399,太空
q6w355,https://w.wallhaven.cc/full/q6/wallhaven-q6w355.jpg,https://th.wallhaven.cc/lg/q6/q6w355.jpg,3732x1588,#000000|#424153|#333399|#66cccc|#abbcda,动漫|风景|城市|太空|抽象|插画|赛博朋克|宁静|活力
p8995p,https://w.wallhaven.cc/full/p8/wallhaven-p8995p.jpg,https://th.wallhaven.cc/lg/p8/p8995p.jpg,5491x3000,#424153|#000000|#999999|#996633|#663399,
0p596m,https://w.wallhaven.cc/full/0p/wallhaven-0p596m.jpg,https://th.wallhaven.cc/lg/0p/0p596m.jpg,2560x1600,#424153|#000000|#999999|#cccccc|#663300,风景
0jx1e5,https://w.wallhaven.cc/full/0j/wallhaven-0jx1e5.jpg,https://th.wallhaven.cc/lg/0j/0jx1e5.jpg,1920x1200,#424153|#000000|#996633|#663300|#cc6633,风景
767dxe,https://w.wallhaven.cc/full/76/wallhaven-767dxe.jpg,https://th.wallhaven.cc/lg/76/767dxe.jpg,1920x1080,#000000|#424153|#333399|#66cccc|#abbcda,风景|城市|太空
1kq5g1,https://w.wallhaven.cc/full/1k/wallhaven-1kq5g1.jpg,https://th.wallhaven.cc/lg/1k/1kq5g1.jpg,2376x1584,#000000|#424153|#336600|#996633|#666600,风景
qdx1qd,https://w.wallhaven.cc/full/qd/wallhaven-qdx1qd.jpg,https://th.wallhaven.cc/lg/qd/qdx1qd.jpg,2508x1500,#999999|#424153|#cccccc|#abbcda|#000000,城市
qdwov5,https://w.wallhaven.cc/full/qd/wallhaven-qdwov5.png,https://th.wallhaven.cc/lg/qd/qdwov5.jpg,1920x1080,#999999|#77cc33|#424153|#cccccc|#669900,动漫|风景|城市|太空|赛博朋克|插画|宁静|冷色
nee93r,https://w.wallhaven.cc/full/ne/wallhaven-nee93r.jpg,https://th.wallhaven.cc/lg/ne/nee93r.jpg,2560x1440,#424153|#999999|#e7d8b1|#000000|#cccccc,风景|城市|太空
73gode,https://w.wallhaven.cc/full/73/wallhaven-73gode.png,https://th.wallhaven.cc/lg/73/73gode.jpg,4061x2718,#424153|#000000|#999999|#996633|#663300,
nro8lm,https://w.wallhaven.cc/full/nr/wallhaven-nro8lm.jpg,https://th.wallhaven.cc/lg/nr/nro8lm.jpg,1920x1200,#ffffff|#996633|#663300|#666600|#000000,
0jxrow,https://w.wallhaven.cc/full/0j/wallhaven-0jxrow.jpg,https://th.wallhaven.cc/lg/0j/0jxrow.jpg,1920x1200,#000000|#660000|#663300|#424153|#996633,风景|城市|抽象|赛博朋克
4566x8,https://w.wallhaven.cc/full/45/wallhaven-4566x8.jpg,https://th.wallhaven.cc/lg/45/4566x8.jpg,2520x1405,#424153|#66cccc|#0066cc|#999999|#0099cc,
0pmqw9,https://w.wallhaven.cc/full/0p/wallhaven-0pmqw9.jpg,https://th.wallhaven.cc/lg/0p/0pmqw9.jpg,1920x1080,#cc6633|#996633|#663300|#000000|#999999,
n6grg7,https://w.wallhaven.cc/full/n6/wallhaven-n6grg7.jpg,https://th.wallhaven.cc/lg/n6/n6grg7.jpg,1920x1080,#424153|#000000|#999999|#336600|#cccccc,风景
5w36e8,https://w.wallhaven.cc/full/5w/wallhaven-5w36e8.jpg,https://th.wallhaven.cc/lg/5w/5w36e8.jpg,5072x2520,#000000|#ffffff|#cccccc|#663300|#abbcda,
0w9vjr,https://w.wallhaven.cc/full/0w/wallhaven-0w9vjr.jpg,https://th.wallhaven.cc/lg/0w/0w9vjr.jpg,2560x1600,#424153|#ffffff|#999999|#cccccc|#996633,风景|城市
z8l7xv,https://w.wallhaven.cc/full/z8/wallhaven-z8l7xv.jpg,https://th.wallhaven.cc/lg/z8/z8l7xv.jpg,7680x4320,#996633|#999999|#cc6633|#abbcda|#999900,动漫|风景|城市|太空|写实|宁静
oxgxx5,https://w.wallhaven.cc/full/ox/wallhaven-oxgxx5.jpg,https://th.wallhaven.cc/lg/ox/oxgxx5.jpg,2048x1152,#424153|#000000|#999999|#abbcda|#663300,风景|城市
vmyxll,https://w.wallhaven.cc/full/vm/wallhaven-vmyxll.jpg,https://th.wallhaven.cc/lg/vm/vmyxll.jpg,1500x1000,#abbcda|#000000|#cccccc|#424153|#999999,动漫|风景|城市|太空|抽象|极简|赛博朋克|活力
4de153,https://w.wallhaven.cc/full/4d/wallhaven-4de153.jpg,https://th.wallhaven.cc/lg/4d/4de153.jpg,1920x1200,#abbcda|#424153|#999999|#66cccc|#996633,
nrje8j,https://w.wallhaven.cc/full/nr/wallhaven-nrje8j.jpg,https://th.wallhaven.cc/lg/nr/nrje8j.jpg,5184x3456,#000000|#999999|#424153|#cccccc|#e7d8b1,
k9qw91,https://w.wallhaven.cc/full/k9/wallhaven-k9qw91.jpg,https://th.wallhaven.cc/lg/k9/k9qw91.jpg,1920x1080,#996633|#cc6633|#663300|#424153|#cccccc,
47z2r9,https://w.wallhaven.cc/full/47/wallhaven-47z2r9.jpg,https://th.wallhaven.cc/lg/47/47z2r9.jpg,2560x1600,#424153|#333399|#0066cc|#663300|#66cccc,
lmj2g2,https://w.wallhaven.cc/full/lm/wallhaven-lmj2g2.jpg,https://th.wallhaven.cc/lg/lm/lmj2g2.jpg,1920x1080,#cccccc|#424153|#abbcda|#ffffff|#999999,风景|城市
eoljpl,https://w.wallhaven.cc/full/eo/wallhaven-eoljpl.jpg,https://th.wallhaven.cc/lg/eo/eoljpl.jpg,1242x2208,#424153|#000000|#999999|#336600|#996633,
j8g2ry,https://w.wallhaven.cc/full/j8/wallhaven-j8g2ry.jpg,https://th.wallhaven.cc/lg/j8/j8g2ry.jpg,1920x1080,#424153|#cc3333|#663300|#ea4c88|#999999,
4vroy5,https://w.wallhaven.cc/full/4v/wallhaven-4vroy5.jpg,https://th.wallhaven.cc/lg/4v/4vroy5.jpg,1920x1200,#336600|#999999|#663399|#996633|#333399,
rdj5em,https://w.wallhaven.cc/full/rd/wallhaven-rdj5em.jpg,https://th.wallhaven.cc/lg/rd/rdj5em.jpg,5616x3158,#ffffff|#abbcda|#cccccc|#999999|#424153,风景|城市|太空|写实|赛博朋克
mpgp69,https://w.wallhaven.cc/full/mp/wallhaven-mpgp69.png,https://th.wallhaven.cc/lg/mp/mpgp69.jpg,1920x1080,#000000|#424153|#336600|#999999|#996633,风景|城市
0jk95y,https://w.wallhaven.cc/full/0j/wallhaven-0jk95y.jpg,https://th.wallhaven.cc/lg/0j/0jk95y.jpg,1920x1080,#999999|#336600|#424153|#000000|#e7d8b1,
952jzd,https://w.wallhaven.cc/full/95/wallhaven-952jzd.jpg,https://th.wallhaven.cc/lg/95/952jzd.jpg,1920x1080,#000000|#424153|#999999|#663300|#996633,风景
1jd789,https://w.wallhaven.cc/full/1j/wallhaven-1jd789.jpg,https://th.wallhaven.cc/lg/1j/1jd789.jpg,1920x1080,#424153|#000000|#333399|#0066cc|#0099cc,动漫|风景|城市|太空|抽象|赛博朋克|极简
nryg21,https://w.wallhaven.cc/full/nr/wallhaven-nryg21.jpg,https://th.wallhaven.cc/lg/nr/nryg21.jpg,3360x1050,#424153|#000000|#996633|#663300|#666600,
vm8gw5,https://w.wallhaven.cc/full/vm/wallhaven-vm8gw5.jpg,https://th.wallhaven.cc/lg/vm/vm8gw5.jpg,2048x1364,#424153|#999999|#996633|#666600|#663399,
eyyo6l,https://w.wallhaven.cc/full/ey/wallhaven-eyyo6l.jpg,https://th.wallhaven.cc/lg/ey/eyyo6l.jpg,1280x854,#424153|#000000|#660000|#cc3333|#993399,风景|太空
13j2zv,https://w.wallhaven.cc/full/13/wallhaven-13j2zv.jpg,https://th.wallhaven.cc/lg/13/13j2zv.jpg,2048x1152,#cccccc|#999999|#424153|#abbcda|#996633,风景|城市|太空
49qlm1,https://w.wallhaven.cc/full/49/wallhaven-49qlm1.jpg,https://th.wallhaven.cc/lg/49/49qlm1.jpg,1600x1067,#424153|#999999|#cccccc|#abbcda|#000000,
q6r7ql,https://w.wallhaven.cc/full/q6/wallhaven-q6r7ql.jpg,https://th.wallhaven.cc/lg/q6/q6r7ql.jpg,1333x1000,#999999|#996633|#cccccc|#424153|#663300,
k7kjem,https://w.wallhaven.cc/full/k7/wallhaven-k7kjem.jpg,https://th.wallhaven.cc/lg/k7/k7kjem.jpg,1920x1080,#424153|#000000|#cc6633|#996633|#333399,风景|太空|插画
qdexlq,https://w.wallhaven.cc/full/qd/wallhaven-qdexlq.jpg,https://th.wallhaven.cc/lg/qd/qdexlq.jpg,2048x1304,#424153|#663300|#999999|#000000|#cccccc,
969ypx,https://w.wallhaven.cc/full/96/wallhaven-969ypx.jpg,https://th.wallhaven.cc/lg/96/969ypx.jpg,6000x4000,#999999|#424153|#cccccc|#000000|#abbcda,
95kddx,https://w.wallhaven.cc/full/95/wallhaven-95kddx.jpg,https://th.wallhaven.cc/lg/95/95kddx.jpg,1600x1200,#424153|#cccccc|#999999|#ffffff|#e7d8b1,风景|太空|赛博朋克
8odql1,https://w.wallhaven.cc/full/8o/wallhaven-8odql1.jpg,https://th.wallhaven.cc/lg/8o/8odql1.jpg,1920x1080,#000000|#336600|#424153|#666600|#999999,动漫|风景|城市|太空|插画|写实
2e99v9,https://w.wallhaven.cc/full/2e/wallhaven-2e99v9.jpg,https://th.wallhaven.cc/lg/2e/2e99v9.jpg,1920x1080,#000000|#336600|#663300|#666600|#996633,动漫|风景|城市|太空|抽象|插画|极简|活力|宁静
4xzerz,https://w.wallhaven.cc/full/4x/wallhaven-4xzerz.jpg,https://th.wallhaven.cc/lg/4x/4xzerz.jpg,2048x1536,#424153|#000000|#ffffff|#cccccc|#999999,风景
z8owlj,https://w.wallhaven.cc/full/z8/wallhaven-z8owlj.jpg,https://th.wallhaven.cc/lg/z8/z8owlj.jpg,1920x1080,#663300|#cc6633|#996633|#ff9900|#000000,动漫|插画
8xrmek,https://w.wallhaven.cc/full/8x/wallhaven-8xrmek.jpg,https://th.wallhaven.cc/lg/8x/8xrmek.jpg,1920x1080,#424153|#000000|#0066cc|#333399|#0099cc,风景|太空
nepoyk,https://w.wallhaven.cc/full/ne/wallhaven-nepoyk.jpg,https://th.wallhaven.cc/lg/ne/nepoyk.jpg,2048x1332,#424153|#999999|#abbcda|#996633|#cccccc,
x1w8od,https://w.wallhaven.cc/full/x1/wallhaven-x1w8od.jpg,https://th.wallhaven.cc/lg/x1/x1w8od.jpg,1920x1080,#424153|#663300|#996633|#660000|#000000,风景
lq3odl,https://w.wallhaven.cc/full/lq/wallhaven-lq3odl.jpg,https://th.wallhaven.cc/lg/lq/lq3odl.jpg,1920x1080,#424153|#000000|#996633|#999999|#666600,
4dkd9o,https://w.wallhaven.cc/full/4d/wallhaven-4dkd9o.jpg,https://th.wallhaven.cc/lg/4d/4dkd9o.jpg,2560x1440,#999999|#424153|#000000|#abbcda|#663300,
0pqgke,https://w.wallhaven.cc/full/0p/wallhaven-0pqgke.jpg,https://th.wallhaven.cc/lg/0p/0pqgke.jpg,2048x1328,#000000|#996633|#424153|#663300|#666600,风景|城市|太空|宁静
kw2je7,https://w.wallhaven.cc/full/kw/wallhaven-kw2je7.jpg,https://th.wallhaven.cc/lg/kw/kw2je7.jpg,1920x1282,#cccccc|#999999|#000000|#424153|#996633,
l312q2,https://w.wallhaven.cc/full/l3/wallhaven-l312q2.jpg,https://th.wallhaven.cc/lg/l3/l312q2.jpg,1920x1200,#424153|#000000|#999999|#663300|#996633,
odp789,https://w.wallhaven.cc/full/od/wallhaven-odp789.jpg,https://th.wallhaven.cc/lg/od/odp789.jpg,1920x1080,#424153|#999999|#663300|#cccccc|#996633,风景|城市
4le2zl,https://w.wallhaven.cc/full/4l/wallhaven-4le2zl.jpg,https://th.wallhaven.cc/lg/4l/4le2zl.jpg,2048x1367,#0066cc|#996633|#66cccc|#666600|#999999,风景
0qplxl,https://w.wallhaven.cc/full/0q/wallhaven-0qplxl.jpg,https://th.wallhaven.cc/lg/0q/0qplxl.jpg,1600x1116,#999999|#424153|#000000|#336600|#663399,风景
oxlkq5,https://w.wallhaven.cc/full/ox/wallhaven-oxlkq5.jpg,https://th.wallhaven.cc/lg/ox/oxlkq5.jpg,1920x1080,#424153|#000000|#996633|#663300|#cc6633,风景|城市|写实
rrdymq,https://w.wallhaven.cc/full/rr/wallhaven-rrdymq.jpg,https://th.wallhaven.cc/lg/rr/rrdymq.jpg,1600x900,#424153|#999999|#000000|#996633|#663300,动漫|风景|城市|太空|抽象|极简|活力|暗黑
