id,path,thumb,resolution,colors,tags
lm6gqy,https://w.wallhaven.cc/full/lm/wallhaven-lm6gqy.jpg,https://th.wallhaven.cc/lg/lm/lm6gqy.jpg,6000x3375,#424153|#999999|#e7d8b1|#996633|#000000,风景|太空|赛博朋克
ym1jrg,https://w.wallhaven.cc/full/ym/wallhaven-ym1jrg.jpg,https://th.wallhaven.cc/lg/ym/ym1jrg.jpg,1440x1080,#424153|#66cccc|#000000|#abbcda|#333399,风景|太空
72qrlv,https://w.wallhaven.cc/full/72/wallhaven-72qrlv.jpg,https://th.wallhaven.cc/lg/72/72qrlv.jpg,1920x1080,#abbcda|#66cccc|#996633|#999900|#cc6633,
4yw66k,https://w.wallhaven.cc/full/4y/wallhaven-4yw66k.jpg,https://th.wallhaven.cc/lg/4y/4yw66k.jpg,1920x1200,#999999|#424153|#333399|#663399|#abbcda,
oxl92m,https://w.wallhaven.cc/full/ox/wallhaven-oxl92m.jpg,https://th.wallhaven.cc/lg/ox/oxl92m.jpg,2500x1786,#424153|#000000|#663300|#999999|#996633,
017ek9,https://w.wallhaven.cc/full/01/wallhaven-017ek9.jpg,https://th.wallhaven.cc/lg/01/017ek9.jpg,1920x1200,#333399|#996633|#999999|#cc6633|#424153,风景
j8ky2p,https://w.wallhaven.cc/full/j8/wallhaven-j8ky2p.jpg,https://th.wallhaven.cc/lg/j8/j8ky2p.jpg,2047x1231,#999999|#424153|#abbcda|#336600|#ffcc33,
0wl786,https://w.wallhaven.cc/full/0w/wallhaven-0wl786.jpg,https://th.wallhaven.cc/lg/0w/0wl786.jpg,1200x900,#424153|#996633|#000000|#663300|#999999,风景|城市
x6v9qd,https://w.wallhaven.cc/full/x6/wallhaven-x6v9qd.jpg,https://th.wallhaven.cc/lg/x6/x6v9qd.jpg,1920x1080,#cccccc|#424153|#996633|#ffffff|#e7d8b1,风景
mpqwp8,https://w.wallhaven.cc/full/mp/wallhaven-mpqwp8.jpg,https://th.wallhaven.cc/lg/mp/mpqwp8.jpg,2048x1365,#996633|#424153|#663300|#999999|#cc6633,
4dq52j,https://w.wallhaven.cc/full/4d/wallhaven-4dq52j.jpg,https://th.wallhaven.cc/lg/4d/4dq52j.jpg,1920x1080,#999999|#424153|#66cccc|#333399|#abbcda,
8x8z3o,https://w.wallhaven.cc/full/8x/wallhaven-8x8z3o.jpg,https://th.wallhaven.cc/lg/8x/8x8z3o.jpg,3840x1600,#cccccc|#424153|#999999|#abbcda|#e7d8b1,
xl933o,https://w.wallhaven.cc/full/xl/wallhaven-xl933o.jpg,https://th.wallhaven.cc/lg/xl/xl933o.jpg,1920x1080,#424153|#999999|#abbcda|#66cccc|#996633,风景
45p2m1,https://w.wallhaven.cc/full/45/wallhaven-45p2m1.jpg,https://th.wallhaven.cc/lg/45/45p2m1.jpg,4288x2848,#999999|#cccccc|#abbcda|#424153|#663399,城市
j5myrm,https://w.wallhaven.cc/full/j5/wallhaven-j5myrm.jpg,https://th.wallhaven.cc/lg/j5/j5myrm.jpg,1920x1200,#0099cc|#cccccc|#abbcda|#66cccc|#ffffff,
5d2jw5,https://w.wallhaven.cc/full/5d/wallhaven-5d2jw5.jpg,https://th.wallhaven.cc/lg/5d/5d2jw5.jpg,2640x1320,#abbcda|#66cccc|#999999|#424153|#663399,风景|太空
4d63q3,https://w.wallhaven.cc/full/4d/wallhaven-4d63q3.jpg,https://th.wallhaven.cc/lg/4d/4d63q3.jpg,1920x1200,#996633|#999999|#0066cc|#cc6633|#424153,风景|城市
q2elod,https://w.wallhaven.cc/full/q2/wallhaven-q2elod.jpg,https://th.wallhaven.cc/lg/q2/q2elod.jpg,6000x4000,#999999|#cccccc|#996633|#000000|#424153,
m9dyey,https://w.wallhaven.cc/full/m9/wallhaven-m9dyey.jpg,https://th.wallhaven.cc/lg/m9/m9dyey.jpg,1920x1080,#663300|#424153|#999999|#abbcda|#66cccc,
01qg91,https://w.wallhaven.cc/full/01/wallhaven-01qg91.jpg,https://th.wallhaven.cc/lg/01/01qg91.jpg,1920x1200,#424153|#999999|#663399|#cccccc|#abbcda,风景|城市
x1p7rz,https://w.wallhaven.cc/full/x1/wallhaven-x1p7rz.jpg,https://th.wallhaven.cc/lg/x1/x1p7rz.jpg,6000x4000,#424153|#abbcda|#66cccc|#999999|#cccccc,
5dk117,https://w.wallhaven.cc/full/5d/wallhaven-5dk117.jpg,https://th.wallhaven.cc/lg/5d/5dk117.jpg,3072x2048,#000000|#424153|#cc6633|#663300|#996633,风景
neppyw,https://w.wallhaven.cc/full/ne/wallhaven-neppyw.jpg,https://th.wallhaven.cc/lg/ne/neppyw.jpg,2256x1504,#996633|#ffffff|#999999|#424153|#666600,风景
n6v88q,https://w.wallhaven.cc/full/n6/wallhaven-n6v88q.jpg,https://th.wallhaven.cc/lg/n6/n6v88q.jpg,1200x801,#424153|#000000|#999999|#996633|#cc6633,太空
4o8lv9,https://w.wallhaven.cc/full/4o/wallhaven-4o8lv9.jpg,https://th.wallhaven.cc/lg/4o/4o8lv9.jpg,1600x1066,#424153|#000000|#cccccc|#996633|#999999,风景|城市|太空|写实
47w55o,https://w.wallhaven.cc/full/47/wallhaven-47w55o.jpg,https://th.wallhaven.cc/lg/47/47w55o.jpg,2560x1600,#333399|#000000|#424153|#999999|#cccccc,
n6d5pw,https://w.wallhaven.cc/full/n6/wallhaven-n6d5pw.jpg,https://th.wallhaven.cc/lg/n6/n6d5pw.jpg,1920x1080,#999999|#cccccc|#424153|#663300|#abbcda,风景|城市|太空|赛博朋克
4ygm5g,https://w.wallhaven.cc/full/4y/wallhaven-4ygm5g.jpg,https://th.wallhaven.cc/lg/4y/4ygm5g.jpg,3888x2592,#999999|#333399|#663399|#424153|#663300,风景|城市|太空|写实
8x1ge2,https://w.wallhaven.cc/full/8x/wallhaven-8x1ge2.jpg,https://th.wallhaven.cc/lg/8x/8x1ge2.jpg,1536x1144,#cccccc|#000000|#ffffff|#424153|#e7d8b1,风景|城市|插画|宁静|冷色
8orkd1,https://w.wallhaven.cc/full/8o/wallhaven-8orkd1.jpg,https://th.wallhaven.cc/lg/8o/8orkd1.jpg,2560x1440,#424153|#999999|#cccc33|#000000|#ffcc33,
n6m6yl,https://w.wallhaven.cc/full/n6/wallhaven-n6m6yl.jpg,https://th.wallhaven.cc/lg/n6/n6m6yl.jpg,1600x900,#000000|#424153|#336600|#666600|#996633,风景|城市|太空|赛博朋克|极简|宁静
zxv22w,https://w.wallhaven.cc/full/zx/wallhaven-zxv22w.jpg,https://th.wallhaven.cc/lg/zx/zxv22w.jpg,3840x2400,#424153|#999999|#cccccc|#000000|#e7d8b1,风景
39z26d,https://w.wallhaven.cc/full/39/wallhaven-39z26d.jpg,https://th.wallhaven.cc/lg/39/39z26d.jpg,4896x3264,#cccccc|#424153|#999999|#e7d8b1|#ffffff,
k91k67,https://w.wallhaven.cc/full/k9/wallhaven-k91k67.jpg,https://th.wallhaven.cc/lg/k9/k91k67.jpg,1920x1200,#424153|#000000|#ffffff|#cccccc|#999999,风景
dg6y63,https://w.wallhaven.cc/full/dg/wallhaven-dg6y63.jpg,https://th.wallhaven.cc/lg/dg/dg6y63.jpg,1920x1080,#424153|#000000|#663399|#999999|#333399,太空
j8l1xy,https://w.wallhaven.cc/full/j8/wallhaven-j8l1xy.jpg,https://th.wallhaven.cc/lg/j8/j8l1xy.jpg,3076x1363,#336600|#66cccc|#999900|#424153|#669900,动漫|风景|城市|太空|抽象|极简|插画|活力
wqkr8r,https://w.wallhaven.cc/full/wq/wallhaven-wqkr8r.jpg,https://th.wallhaven.cc/lg/wq/wqkr8r.jpg,1920x1280,#000000|#424153|#999999|#cccccc|#ffffff,风景
q6zqzd,https://w.wallhaven.cc/full/q6/wallhaven-q6zqzd.jpg,https://th.wallhaven.cc/lg/q6/q6zqzd.jpg,1920x1080,#424153|#000000|#996633|#999999|#663300,动漫|风景|城市|太空|抽象|赛博朋克|写实|活力
e7w72k,https://w.wallhaven.cc/full/e7/wallhaven-e7w72k.jpg,https://th.wallhaven.cc/lg/e7/e7w72k.jpg,2560x1440,#424153|#996633|#999999|#663300|#000000,风景
2k1j5g,https://w.wallhaven.cc/full/2k/wallhaven-2k1j5g.jpg,https://th.wallhaven.cc/lg/2k/2k1j5g.jpg,2048x1152,#424153|#999999|#abbcda|#000000|#663399,城市
4xpl7v,https://w.wallhaven.cc/full/4x/wallhaven-4xpl7v.jpg,https://th.wallhaven.cc/lg/4x/4xpl7v.jpg,1920x1200,#424153|#abbcda|#999999|#000000|#336600,
j8kqow,https://w.wallhaven.cc/full/j8/wallhaven-j8kqow.jpg,https://th.wallhaven.cc/lg/j8/j8kqow.jpg,1024x768,#ffffff|#424153|#000000|#336600|#cccccc,风景|城市|太空|赛博朋克|极简|宁静
48dk82,https://w.wallhaven.cc/full/48/wallhaven-48dk82.jpg,https://th.wallhaven.cc/lg/48/48dk82.jpg,2500x1508,#abbcda|#cccccc|#999999|#424153|#66cccc,风景|城市|太空|写实|赛博朋克
6q26pl,https://w.wallhaven.cc/full/6q/wallhaven-6q26pl.jpg,https://th.wallhaven.cc/lg/6q/6q26pl.jpg,2560x1600,#996633|#424153|#e7d8b1|#999999|#cc6633,
kwx5x7,https://w.wallhaven.cc/full/kw/wallhaven-kwx5x7.jpg,https://th.wallhaven.cc/lg/kw/kwx5x7.jpg,1920x1080,#424153|#000000|#996633|#663300|#999999,风景|城市|太空
0jlkm5,https://w.wallhaven.cc/full/0j/wallhaven-0jlkm5.jpg,https://th.wallhaven.cc/lg/0j/0jlkm5.jpg,1920x1200,#424153|#cccccc|#999999|#000000|#ffffff,风景|城市
0wv5lx,https://w.wallhaven.cc/full/0w/wallhaven-0wv5lx.jpg,https://th.wallhaven.cc/lg/0w/0wv5lx.jpg,2880x1800,#424153|#999999|#000000|#abbcda|#cccccc,风景|城市
x1o2po,https://w.wallhaven.cc/full/x1/wallhaven-x1o2po.jpg,https://th.wallhaven.cc/lg/x1/x1o2po.jpg,8192x5461,#424153|#000000|#999999|#663399|#333399,风景|城市
0jokxy,https://w.wallhaven.cc/full/0j/wallhaven-0jokxy.jpg,https://th.wallhaven.cc/lg/0j/0jokxy.jpg,1920x1200,#999999|#e7d8b1|#996633|#abbcda|#663300,风景|太空
4vlv35,https://w.wallhaven.cc/full/4v/wallhaven-4vlv35.jpg,https://th.wallhaven.cc/lg/4v/4vlv35.jpg,2048x1365,#424153|#999999|#000000|#abbcda|#996633,
73g8ro,https://w.wallhaven.cc/full/73/wallhaven-73g8ro.jpg,https://th.wallhaven.cc/lg/73/73g8ro.jpg,4608x3072,#999999|#996633|#e7d8b1|#66cccc|#333399,
k9vko6,https://w.wallhaven.cc/full/k9/wallhaven-k9vko6.jpg,https://th.wallhaven.cc/lg/k9/k9vko6.jpg,3840x2560,#ffffff|#cccccc|#424153|#999999|#333399,
6o2xd6,https://w.wallhaven.cc/full/6o/wallhaven-6o2xd6.jpg,https://th.wallhaven.cc/lg/6o/6o2xd6.jpg,1920x1080,#999999|#cccccc|#000000|#336600|#424153,动漫|风景|城市|太空|插画|赛博朋克|宁静
vmove8,https://w.wallhaven.cc/full/vm/wallhaven-vmove8.jpg,https://th.wallhaven.cc/lg/vm/vmove8.jpg,2048x1152,#424153|#999999|#663399|#993399|#996633,风景|城市|太空|写实
289ld6,https://w.wallhaven.cc/full/28/wallhaven-289ld6.jpg,https://th.wallhaven.cc/lg/28/289ld6.jpg,1920x1080,#999999|#abbcda|#cccccc|#ffffff|#66cccc,风景|城市|太空|赛博朋克
736z2e,https://w.wallhaven.cc/full/73/wallhaven-736z2e.jpg,https://th.wallhaven.cc/lg/73/736z2e.jpg,1918x1156,#999999|#424153|#663399|#333399|#abbcda,太空
57ko58,https://w.wallhaven.cc/full/57/wallhaven-57ko58.jpg,https://th.wallhaven.cc/lg/57/57ko58.jpg,1920x1080,#424153|#999999|#336600|#996633|#663300,风景|城市|太空|写实|插画
d5lxkj,https://w.wallhaven.cc/full/d5/wallhaven-d5lxkj.jpg,https://th.wallhaven.cc/lg/d5/d5lxkj.jpg,1920x1080,#0066cc|#333399|#424153|#000000|#66cccc,动漫|风景|城市|太空|抽象|赛博朋克|极简
g7916d,https://w.wallhaven.cc/full/g7/wallhaven-g7916d.jpg,https://th.wallhaven.cc/lg/g7/g7916d.jpg,1920x1080,#000000|#424153|#663300|#996633|#999999,风景|城市|太空|插画
wymo2p,https://w.wallhaven.cc/full/wy/wallhaven-wymo2p.jpg,https://th.wallhaven.cc/lg/wy/wymo2p.jpg,1920x1080,#424153|#000000|#663399|#993399|#333399,动漫|风景|城市|太空|抽象|赛博朋克|插画|冷色|宁静
k7k6em,https://w.wallhaven.cc/full/k7/wallhaven-k7k6em.jpg,https://th.wallhaven.cc/lg/k7/k7k6em.jpg,1920x1080,#999999|#663399|#424153|#996633|#66cccc,
nkkpdd,https://w.wallhaven.cc/full/nk/wallhaven-nkkpdd.jpg,https://th.wallhaven.cc/lg/nk/nkkpdd.jpg,1920x1080,#424153|#000000|#999999|#abbcda|#996633,
57ke27,https://w.wallhaven.cc/full/57/wallhaven-57ke27.jpg,https://th.wallhaven.cc/lg/57/57ke27.jpg,1920x1080,#424153|#000000|#0099cc|#66cccc|#663300,风景|太空
4gp68l,https://w.wallhaven.cc/full/4g/wallhaven-4gp68l.jpg,https://th.wallhaven.cc/lg/4g/4gp68l.jpg,1920x1080,#000000|#333399|#424153|#999999|#abbcda,动漫|风景|城市|太空|抽象|赛博朋克|极简|活力|宁静
odmo9p,https://w.wallhaven.cc/full/od/wallhaven-odmo9p.png,https://th.wallhaven.cc/lg/od/odmo9p.jpg,1920x1080,#996633|#999999|#666600|#e7d8b1|#424153,
wydo16,https://w.wallhaven.cc/full/wy/wallhaven-wydo16.jpg,https://th.wallhaven.cc/lg/wy/wydo16.jpg,11751x3609,#424153|#66cccc|#abbcda|#333399|#999999,
eop95w,https://w.wallhaven.cc/full/eo/wallhaven-eop95w.jpg,https://th.wallhaven.cc/lg/eo/eop95w.jpg,2048x1318,#424153|#cccccc|#996633|#999999|#336600,
01ml19,https://w.wallhaven.cc/full/01/wallhaven-01ml19.jpg,https://th.wallhaven.cc/lg/01/01ml19.jpg,3872x2592,#cccccc|#663300|#ffffff|#e7d8b1|#996633,风景|城市|太空|写实
76ly5e,https://w.wallhaven.cc/full/76/wallhaven-76ly5e.jpg,https://th.wallhaven.cc/lg/76/76ly5e.jpg,1920x1080,#424153|#000000|#999999|#996633|#336600,风景
q2pv9r,https://w.wallhaven.cc/full/q2/wallhaven-q2pv9r.jpg,https://th.wallhaven.cc/lg/q2/q2pv9r.jpg,6000x4000,#999999|#000000|#424153|#663399|#996633,风景|赛博朋克
dpe11l,https://w.wallhaven.cc/full/dp/wallhaven-dpe11l.jpg,https://th.wallhaven.cc/lg/dp/dpe11l.jpg,1920x1080,#000000|#996633|#663300|#cc6633|#424153,动漫|太空
j3v3wy,https://w.wallhaven.cc/full/j3/wallhaven-j3v3wy.jpg,https://th.wallhaven.cc/lg/j3/j3v3wy.jpg,1920x1080,#000000|#999999|#663300|#424153|#996633,动漫|风景|城市|太空|插画
x8jw5l,https://w.wallhaven.cc/full/x8/wallhaven-x8jw5l.jpg,https://th.wallhaven.cc/lg/x8/x8jw5l.jpg,1920x1080,#424153|#333399|#000000|#66cccc|#996633,动漫|风景|城市|太空|插画
13x129,https://w.wallhaven.cc/full/13/wallhaven-13x129.jpg,https://th.wallhaven.cc/lg/13/13x129.jpg,1920x1080,#999999|#424153|#996633|#cccccc|#000000,风景|城市|太空|写实
p2e3pp,https://w.wallhaven.cc/full/p2/wallhaven-p2e3pp.jpg,https://th.wallhaven.cc/lg/p2/p2e3pp.jpg,1920x1080,#424153|#996633|#999999|#333399|#cccccc,风景|城市
lq69o2,https://w.wallhaven.cc/full/lq/wallhaven-lq69o2.jpg,https://th.wallhaven.cc/lg/lq/lq69o2.jpg,1920x1080,#424153|#999999|#996633|#000000|#77cc33,太空
2k7jz9,https://w.wallhaven.cc/full/2k/wallhaven-2k7jz9.jpg,https://th.wallhaven.cc/lg/2k/2k7jz9.jpg,2560x1725,#424153|#000000|#663300|#996633|#999999,
p2e3zp,https://w.wallhaven.cc/full/p2/wallhaven-p2e3zp.jpg,https://th.wallhaven.cc/lg/p2/p2e3zp.jpg,1920x1080,#424153|#0099cc|#333399|#66cccc|#999999,
6oojy7,https://w.wallhaven.cc/full/6o/wallhaven-6oojy7.jpg,https://th.wallhaven.cc/lg/6o/6oojy7.jpg,1920x1080,#663300|#424153|#999999|#000000|#996633,
g8ld9d,https://w.wallhaven.cc/full/g8/wallhaven-g8ld9d.jpg,https://th.wallhaven.cc/lg/g8/g8ld9d.jpg,5939x3514,#999999|#424153|#abbcda|#cccccc|#663399,风景|城市|太空|插画|赛博朋克
p26ze9,https://w.wallhaven.cc/full/p2/wallhaven-p26ze9.jpg,https://th.wallhaven.cc/lg/p2/p26ze9.jpg,2048x1128,#424153|#abbcda|#999999|#000000|#66cccc,
4y1mpk,https://w.wallhaven.cc/full/4y/wallhaven-4y1mpk.jpg,https://th.wallhaven.cc/lg/4y/4y1mpk.jpg,1920x1080,#424153|#fdadc7|#e7d8b1|#999999|#000000,风景|城市|太空
n6vgwx,https://w.wallhaven.cc/full/n6/wallhaven-n6vgwx.jpg,https://th.wallhaven.cc/lg/n6/n6vgwx.jpg,3253x2146,#663300|#996633|#000000|#666600|#cc6633,
j5r79p,https://w.wallhaven.cc/full/j5/wallhaven-j5r79p.jpg,https://th.wallhaven.cc/lg/j5/j5r79p.jpg,2048x1365,#424153|#999999|#abbcda|#996633|#663399,风景|城市
8xxdp1,https://w.wallhaven.cc/full/8x/wallhaven-8xxdp1.jpg,https://th.wallhaven.cc/lg/8x/8xxdp1.jpg,2048x1365,#663300|#000000|#660000|#cc3333|#996633,风景|城市
g8wj8q,https://w.wallhaven.cc/full/g8/wallhaven-g8wj8q.jpg,https://th.wallhaven.cc/lg/g8/g8wj8q.jpg,1500x1000,#424153|#333399|#000000|#999999|#e7d8b1,风景|城市
gjee6e,https://w.wallhaven.cc/full/gj/wallhaven-gjee6e.jpg,https://th.wallhaven.cc/lg/gj/gjee6e.jpg,2560x1784,#424153|#000000|#663300|#999999|#996633,
vmoge5,https://w.wallhaven.cc/full/vm/wallhaven-vmoge5.jpg,https://th.wallhaven.cc/lg/vm/vmoge5.jpg,3840x2160,#996633|#cc6633|#663300|#e7d8b1|#424153,风景
5dgo58,https://w.wallhaven.cc/full/5d/wallhaven-5dgo58.jpg,https://th.wallhaven.cc/lg/5d/5dgo58.jpg,1920x1080,#424153|#abbcda|#cccccc|#996633|#000000,动漫|风景|城市|插画
45p629,https://w.wallhaven.cc/full/45/wallhaven-45p629.jpg,https://th.wallhaven.cc/lg/45/45p629.jpg,1920x1200,#996633|#424153|#999999|#cc6633|#663300,城市
5d1qm3,https://w.wallhaven.cc/full/5d/wallhaven-5d1qm3.jpg,https://th.wallhaven.cc/lg/5d/5d1qm3.jpg,2560x1600,#424153|#999999|#333399|#000000|#996633,风景|城市
l3gx7y,https://w.wallhaven.cc/full/l3/wallhaven-l3gx7y.jpg,https://th.wallhaven.cc/lg/l3/l3gx7y.jpg,3840x2160,#424153|#999999|#000000|#663300|#996633,
4l57xq,https://w.wallhaven.cc/full/4l/wallhaven-4l57xq.jpg,https://th.wallhaven.cc/lg/4l/4l57xq.jpg,2048x1008,#424153|#ffffff|#996633|#999999|#cccccc,
7pgw9y,https://w.wallhaven.cc/full/7p/wallhaven-7pgw9y.jpg,https://th.wallhaven.cc/lg/7p/7pgw9y.jpg,1920x1080,#000000|#996633|#663300|#424153|#999999,
01wrw1,https://w.wallhaven.cc/full/01/wallhaven-01wrw1.jpg,https://th.wallhaven.cc/lg/01/01wrw1.jpg,2560x1600,#abbcda|#66cccc|#424153|#999999|#333399,风景
nkyxk6,https://w.wallhaven.cc/full/nk/wallhaven-nkyxk6.jpg,https://th.wallhaven.cc/lg/nk/nkyxk6.jpg,2048x785,#424153|#999999|#000000|#336600|#e7d8b1,
zx62ry,https://w.wallhaven.cc/full/zx/wallhaven-zx62ry.jpg,https://th.wallhaven.cc/lg/zx/zx62ry.jpg,1680x1050,#abbcda|#996633|#999999|#663300|#000000,风景|城市
vgl7vm,https://w.wallhaven.cc/full/vg/wallhaven-vgl7vm.jpg,https://th.wallhaven.cc/lg/vg/vgl7vm.jpg,1920x1080,#cc6633|#000000|#ff9900|#424153|#996633,
42o9zg,https://w.wallhaven.cc/full/42/wallhaven-42o9zg.jpg,https://th.wallhaven.cc/lg/42/42o9zg.jpg,1920x1080,#ffffff|#e7d8b1|#999999|#77cc33|#424153,
2eyzp6,https://w.wallhaven.cc/full/2e/wallhaven-2eyzp6.jpg,https://th.wallhaven.cc/lg/2e/2eyzp6.jpg,2048x1323,#424153|#663300|#999999|#000000|#996633,
r7yozq,https://w.wallhaven.cc/full/r7/wallhaven-r7yozq.jpg,https://th.wallhaven.cc/lg/r7/r7yozq.jpg,1920x1281,#663300|#000000|#996633|#666600|#660000,风景
nk187q,https://w.wallhaven.cc/full/nk/wallhaven-nk187q.jpg,https://th.wallhaven.cc/lg/nk/nk187q.jpg,1920x1200,#424153|#cccccc|#996633|#999999|#000000,
4xdy5l,https://w.wallhaven.cc/full/4x/wallhaven-4xdy5l.jpg,https://th.wallhaven.cc/lg/4x/4xdy5l.jpg,3840x2160,#424153|#999999|#e7d8b1|#cccccc|#333399,
vgvr83,https://w.wallhaven.cc/full/vg/wallhaven-vgvr83.jpg,https://th.wallhaven.cc/lg/vg/vgvr83.jpg,1800x900,#424153|#66cccc|#999999|#333399|#cccccc,风景|城市|太空
8o1612,https://w.wallhaven.cc/full/8o/wallhaven-8o1612.jpg,https://th.wallhaven.cc/lg/8o/8o1612.jpg,6144x4098,#424153|#999999|#cccccc|#996633|#000000,
j5qgjy,https://w.wallhaven.cc/full/j5/wallhaven-j5qgjy.jpg,https://th.wallhaven.cc/lg/j5/j5qgjy.jpg,3440x1440,#000000|#424153|#999999|#996633|#e7d8b1,
9d5k5x,https://w.wallhaven.cc/full/9d/wallhaven-9d5k5x.jpg,https://th.wallhaven.cc/lg/9d/9d5k5x.jpg,3840x2400,#000000|#424153|#996633|#999999|#663300,动漫|风景|城市|太空|抽象|极简|插画|活力|暗黑
nkze11,https://w.wallhaven.cc/full/nk/wallhaven-nkze11.jpg,https://th.wallhaven.cc/lg/nk/nkze11.jpg,2560x1600,#999999|#000000|#cccccc|#e7d8b1|#424153,风景|城市
13k1ov,https://w.wallhaven.cc/full/13/wallhaven-13k1ov.jpg,https://th.wallhaven.cc/lg/13/13k1ov.jpg,3840x2160,#999999|#996633|#424153|#663300|#cccccc,风景|城市
4ld8pn,https://w.wallhaven.cc/full/4l/wallhaven-4ld8pn.jpg,https://th.wallhaven.cc/lg/4l/4ld8pn.jpg,2560x1600,#000000|#424153|#e7d8b1|#660000|#999999,风景|城市|太空|抽象|写实|赛博朋克|活力
4dgmx3,https://w.wallhaven.cc/full/4d/wallhaven-4dgmx3.jpg,https://th.wallhaven.cc/lg/4d/4dgmx3.jpg,2048x1360,#e7d8b1|#424153|#999999|#996633|#000000,风景|城市
4v2y88,https://w.wallhaven.cc/full/4v/wallhaven-4v2y88.jpg,https://th.wallhaven.cc/lg/4v/4v2y88.jpg,1920x1200,#424153|#999999|#000000|#abbcda|#996633,风景
0j5kk5,https://w.wallhaven.cc/full/0j/wallhaven-0j5kk5.jpg,https://th.wallhaven.cc/lg/0j/0j5kk5.jpg,1440x900,#000000|#ffffff|#cc6633|#cccccc|#abbcda,
8xm651,https://w.wallhaven.cc/full/8x/wallhaven-8xm651.jpg,https://th.wallhaven.cc/lg/8x/8xm651.jpg,2048x1365,#424153|#000000|#999999|#663300|#996633,风景|城市
9513ex,https://w.wallhaven.cc/full/95/wallhaven-9513ex.jpg,https://th.wallhaven.cc/lg/95/9513ex.jpg,2048x1152,#000000|#424153|#abbcda|#cccccc|#e7d8b1,风景|城市|太空|赛博朋克
4x7lvd,https://w.wallhaven.cc/full/4x/wallhaven-4x7lvd.jpg,https://th.wallhaven.cc/lg/4x/4x7lvd.jpg,3264x1840,#000000|#424153|#ffffff|#999999|#cccccc,
zxkv6v,https://w.wallhaven.cc/full/zx/wallhaven-zxkv6v.jpg,https://th.wallhaven.cc/lg/zx/zxkv6v.jpg,1920x1080,#e7d8b1|#424153|#000000|#999999|#996633,风景|城市|太空
8xkq32,https://w.wallhaven.cc/full/8x/wallhaven-8xkq32.jpg,https://th.wallhaven.cc/lg/8x/8xkq32.jpg,3107x1779,#424153|#cccccc|#996633|#999999|#abbcda,风景
2k9le6,https://w.wallhaven.cc/full/2k/wallhaven-2k9le6.jpg,https://th.wallhaven.cc/lg/2k/2k9le6.jpg,2560x1600,#424153|#abbcda|#999999|#cccccc|#000000,风景|太空|赛博朋克
0p1lke,https://w.wallhaven.cc/full/0p/wallhaven-0p1lke.jpg,https://th.wallhaven.cc/lg/0p/0p1lke.jpg,1920x1200,#abbcda|#66cccc|#999999|#000000|#424153,
958ryd,https://w.wallhaven.cc/full/95/wallhaven-958ryd.jpg,https://th.wallhaven.cc/lg/95/958ryd.jpg,1920x1080,#0066cc|#333399|#000000|#0099cc|#66cccc,风景|城市|太空|赛博朋克
ne5ymk,https://w.wallhaven.cc/full/ne/wallhaven-ne5ymk.jpg,https://th.wallhaven.cc/lg/ne/ne5ymk.jpg,1920x1080,#424153|#999999|#000000|#e7d8b1|#ffffff,风景|太空|赛博朋克
eo3le8,https://w.wallhaven.cc/full/eo/wallhaven-eo3le8.jpg,https://th.wallhaven.cc/lg/eo/eo3le8.jpg,5184x3456,#424153|#cccccc|#999999|#996633|#abbcda,写实
6q3qpl,https://w.wallhaven.cc/full/6q/wallhaven-6q3qpl.jpg,https://th.wallhaven.cc/lg/6q/6q3qpl.jpg,3648x2736,#000000|#424153|#999999|#ffffff|#cccccc,
lqkr1r,https://w.wallhaven.cc/full/lq/wallhaven-lqkr1r.jpg,https://th.wallhaven.cc/lg/lq/lqkr1r.jpg,2560x1600,#996633|#999999|#663300|#424153|#000000,
nmmpv1,https://w.wallhaven.cc/full/nm/wallhaven-nmmpv1.jpg,https://th.wallhaven.cc/lg/nm/nmmpv1.jpg,1920x1280,#999999|#424153|#996633|#000000|#cccccc,风景|太空
nmere9,https://w.wallhaven.cc/full/nm/wallhaven-nmere9.jpg,https://th.wallhaven.cc/lg/nm/nmere9.jpg,1366x768,#424153|#999999|#993399|#000000|#fdadc7,风景|太空
ymokeg,https://w.wallhaven.cc/full/ym/wallhaven-ymokeg.jpg,https://th.wallhaven.cc/lg/ym/ymokeg.jpg,2560x1709,#999999|#424153|#abbcda|#cccccc|#000000,风景|城市
8xjj8y,https://w.wallhaven.cc/full/8x/wallhaven-8xjj8y.jpg,https://th.wallhaven.cc/lg/8x/8xjj8y.jpg,1920x1080,#424153|#999999|#663399|#000000|#996633,
436md3,https://w.wallhaven.cc/full/43/wallhaven-436md3.jpg,https://th.wallhaven.cc/lg/43/436md3.jpg,1920x1200,#424153|#999999|#000000|#abbcda|#ffffff,
72wzv9,https://w.wallhaven.cc/full/72/wallhaven-72wzv9.jpg,https://th.wallhaven.cc/lg/72/72wzv9.jpg,3840x2160,#996633|#999999|#424153|#66cccc|#abbcda,
2kxvp6,https://w.wallhaven.cc/full/2k/wallhaven-2kxvp6.png,https://th.wallhaven.cc/lg/2k/2kxvp6.jpg,1920x1198,#000000|#424153|#993399|#cc3333|#ff6600,风景
nz839v,https://w.wallhaven.cc/full/nz/wallhaven-nz839v.jpg,https://th.wallhaven.cc/lg/nz/nz839v.jpg,1920x1080,#e7d8b1|#999999|#996633|#424153|#cccccc,
